sample_1,sample_2,true_label,predicted_label,distance
CVL0096_4,CVL0096_2,0,0,0.5753709
CVL0256_6,CVL0524_4,1,1,1.1450198
CVL0095_6,CVL0198_4,1,1,0.8096868
CVL0050_8,CVL0245_2,1,1,1.2704588
CVL0181_3,CVL0963_4,1,1,0.8620119
CVL1120_1,CVL1120_6,0,0,0.53611803
CVL0240_1,CVL0256_2,1,1,1.4445906
CVL0096_6,CVL0176_3,1,1,1.0185428
CVL0183_4,CVL0218_3,1,1,1.0687733
CVL0095_6,CVL0477_1,1,1,1.0328236
CVL1120_1,CVL1120_3,0,0,0.26453307
CVL0215_4,CVL0218_4,1,0,0.56849176
CVL0157_6,CVL0215_4,1,1,0.9685905
CVL0935_3,CVL0935_1,0,0,0.14337555
CVL0477_3,CVL0528_6,1,1,1.2423528
CVL0218_3,CVL0394_2,1,1,0.847614
CVL0582_4,CVL0582_6,0,0,0.3656735
CVL0540_3,CVL0540_6,0,0,0.20501608
CVL0157_1,CVL0157_3,0,0,0.308602
CVL0095_6,CVL0176_6,1,1,0.8256984
CVL0058_2,CVL0098_3,1,1,0.9762935
CVL0245_3,CVL0245_1,0,0,0.31432027
CVL0220_4,CVL0524_2,1,1,0.76483965
CVL0153_1,CVL0153_3,0,0,0.06020779
CVL0218_3,CVL0394_6,1,1,0.79455113
CVL0230_3,CVL0705_3,1,1,1.041547
CVL0153_3,CVL0181_6,1,1,1.3772664
CVL0098_6,CVL0705_4,1,1,0.94444364
CVL0023_7,CVL0232_3,1,1,1.2198844
CVL0220_6,CVL0220_1,0,0,0.08078344
CVL0198_6,CVL0198_3,0,0,0.20133388
CVL0153_3,CVL0153_6,0,0,0.22873862
CVL0098_1,CVL0240_4,1,1,0.88557386
CVL0023_4,CVL0023_6,0,0,0.5109659
CVL0411_4,CVL0524_3,1,1,1.0192221
CVL0232_3,CVL0232_4,0,0,0.09515519
CVL0582_4,CVL0705_6,1,1,1.2220774
CVL0080_2,CVL0482_4,1,1,1.238476
CVL0050_8,CVL0050_2,0,0,0.61676383
CVL0524_1,CVL0524_6,0,0,0.21982446
CVL0080_4,CVL0230_1,1,1,1.3213471
CVL0232_6,CVL1133_1,1,1,1.0605924
CVL0157_6,CVL0157_3,0,0,0.24006361
CVL0709_1,CVL0709_4,0,0,0.5971748
CVL0524_3,CVL0524_2,0,0,0.16797662
CVL0394_4,CVL0394_2,0,0,0.45378697
CVL0183_6,CVL0585_2,1,1,1.2199837
CVL0540_4,CVL0717_3,1,1,1.3654479
CVL0240_1,CVL0573_4,1,1,1.3015549
CVL0176_2,CVL0244_4,1,1,0.89062655
CVL0717_4,CVL0717_6,0,0,0.27689722
CVL0153_4,CVL0582_2,1,1,1.4202722
CVL0291_1,CVL0963_2,1,0,0.54198414
CVL0176_4,CVL1120_2,1,1,1.2263819
CVL0705_6,CVL0717_4,1,1,1.3699793
CVL0232_3,CVL0394_6,1,1,1.3704114
CVL1133_3,CVL1133_1,0,0,0.10920898
CVL0240_4,CVL0313_3,1,1,1.0526335
CVL0020_8,CVL0524_2,1,1,1.2419518
CVL0096_1,CVL0153_2,1,1,1.365038
CVL0050_3,CVL0050_8,0,0,0.52172357
CVL0198_6,CVL1120_2,1,0,0.56820375
CVL0477_1,CVL0477_2,0,0,0.3465652
CVL0058_6,CVL0058_2,0,0,0.33520925
CVL0050_2,CVL0181_4,1,1,1.3129044
CVL0935_2,CVL0935_4,0,0,0.25974816
CVL0230_3,CVL0391_6,1,1,1.3284788
CVL0023_3,CVL0023_2,0,0,0.23395775
CVL0573_1,CVL0573_2,0,0,0.12628233
CVL0176_6,CVL0218_2,1,1,1.1613227
CVL0232_1,CVL0309_1,1,1,0.88576615
CVL0963_2,CVL0963_3,0,0,0.36227724
CVL0220_2,CVL0394_6,1,1,1.2728739
CVL1133_6,CVL1133_1,0,0,0.27672955
CVL0216_2,CVL0216_4,0,0,0.25443208
CVL0218_1,CVL0218_6,0,1,0.890278
CVL0096_3,CVL0215_6,1,1,1.2549429
CVL0058_6,CVL0058_4,0,0,0.18912055
CVL0232_2,CVL0244_1,1,1,0.96770984
CVL0058_2,CVL0244_6,1,1,1.305567
CVL0291_4,CVL0291_3,0,0,0.20687596
CVL0391_3,CVL0391_6,0,0,0.40860805
CVL0216_4,CVL0540_4,1,1,1.381173
CVL0582_6,CVL0582_1,0,0,0.21626413
CVL0230_2,CVL0245_3,1,1,0.9078293
CVL0096_4,CVL0096_1,0,0,0.57260853
CVL0394_1,CVL0935_2,1,1,1.0104676
CVL0020_4,CVL0020_7,0,0,0.32185188
CVL0477_2,CVL0477_6,0,0,0.26574552
CVL0157_2,CVL0582_1,1,1,0.76189774
CVL0403_6,CVL0403_1,0,0,0.24042943
CVL0477_4,CVL0477_2,0,0,0.20699921
CVL0528_1,CVL0528_4,0,0,0.26525727
CVL0705_4,CVL0705_3,0,0,0.1385143
CVL0230_4,CVL0935_6,1,1,1.2692363
CVL0215_2,CVL0215_4,0,1,0.8733076
CVL0023_8,CVL0023_7,0,0,0.19942345
CVL0050_3,CVL0050_2,0,0,0.2932902
CVL0050_7,CVL0157_6,1,1,0.91998476
CVL0309_3,CVL0309_1,0,0,0.09702364
CVL0220_1,CVL0309_2,1,1,1.2619978
CVL0028_7,CVL0028_4,0,0,0.56179196
CVL0198_2,CVL0218_2,1,0,0.4005787
CVL0709_4,CVL0709_6,0,0,0.28214288
CVL0216_6,CVL0394_3,1,1,1.0141543
CVL0585_2,CVL0585_1,0,0,0.32639194
CVL0391_1,CVL0391_4,0,0,0.15112013
CVL0963_6,CVL0963_1,0,0,0.23032434
CVL0391_2,CVL0391_6,0,0,0.24927242
CVL0216_1,CVL0240_6,1,1,1.3716991
CVL0215_2,CVL0220_3,1,1,1.4639008
CVL0096_2,CVL0477_1,1,0,0.63516974
CVL0183_6,CVL0183_2,0,0,0.19507502
CVL0705_3,CVL0705_2,0,0,0.27236238
CVL0394_3,CVL0394_2,0,0,0.3059021
CVL0411_1,CVL0411_3,0,0,0.1352803
CVL0963_1,CVL0963_3,0,0,0.14344902
CVL0528_1,CVL0528_6,0,0,0.107496805
CVL0220_3,CVL0220_1,0,0,0.10601087
CVL0098_2,CVL0709_2,1,1,0.98774374
CVL0935_2,CVL0935_6,0,0,0.09297772
CVL0313_1,CVL0313_2,0,0,0.3221652
CVL0050_7,CVL0080_1,1,1,1.2298291
CVL0183_2,CVL1133_2,1,1,0.9635923
CVL0198_6,CVL1133_4,1,0,0.68672
CVL0717_1,CVL0717_6,0,0,0.39462563
CVL0050_8,CVL0313_1,1,1,0.98226136
CVL0050_1,CVL0717_2,1,1,1.2468103
CVL0717_3,CVL0717_2,0,0,0.2651102
CVL0309_6,CVL0309_1,0,0,0.2112021
CVL0291_6,CVL0717_1,1,1,1.3648188
CVL0080_6,CVL0232_1,1,1,1.378851
CVL0245_4,CVL0477_2,1,1,1.4340177
CVL0309_6,CVL0309_2,0,0,0.33031368
CVL0050_6,CVL0050_1,0,0,0.17729153
CVL0198_1,CVL0244_3,1,1,1.2680486
CVL0411_4,CVL0935_1,1,1,1.0741398
CVL0020_1,CVL0020_2,0,0,0.27529183
CVL0573_6,CVL0573_3,0,0,0.17057362
CVL0028_6,CVL0232_3,1,1,1.3176192
CVL0050_6,CVL0573_2,1,1,1.1848469
CVL0256_2,CVL0524_1,1,1,1.4216594
CVL0058_2,CVL0181_3,1,1,0.85397524
CVL0935_1,CVL0935_6,0,0,0.187006
CVL0096_1,CVL0256_3,1,1,1.1936574
CVL0291_3,CVL0394_1,1,0,0.7012851
CVL0153_1,CVL0153_4,0,0,0.22363497
CVL0230_1,CVL0411_1,1,1,1.226085
CVL0216_2,CVL0216_1,0,0,0.14862746
CVL0023_7,CVL0176_6,1,1,0.82248807
CVL0153_1,CVL0153_6,0,0,0.20967749
CVL0540_1,CVL0540_4,0,0,0.12331704
CVL0020_3,CVL0394_3,1,1,0.86299735
CVL0058_4,CVL0058_3,0,0,0.40943447
CVL0963_6,CVL0963_3,0,0,0.32500392
CVL0232_4,CVL0717_2,1,0,0.5488528
CVL0524_6,CVL0524_2,0,0,0.22702174
CVL0394_3,CVL0403_6,1,1,1.1269994
CVL0080_3,CVL0230_1,1,1,1.3263289
CVL0028_8,CVL0582_2,1,1,1.0401351
CVL0391_6,CVL1133_1,1,0,0.5812865
CVL0256_1,CVL0585_1,1,1,0.78359103
CVL0096_3,CVL0096_2,0,0,0.3102549
CVL0050_1,CVL0096_1,1,1,0.8740836
CVL0232_1,CVL0582_6,1,1,0.9012789
CVL0181_4,CVL0582_2,1,1,0.8754085
CVL0028_7,CVL0028_3,0,0,0.70445365
CVL0058_1,CVL0232_2,1,1,1.2794138
CVL0573_2,CVL0573_4,0,0,0.2050424
CVL0528_3,CVL0582_6,1,1,1.3332825
CVL0411_2,CVL0411_3,0,0,0.16124797
CVL0095_6,CVL0524_4,1,0,0.33917627
CVL0020_8,CVL0020_7,0,0,0.11330004
CVL0230_3,CVL0230_4,0,0,0.16281183
CVL0313_6,CVL0313_4,0,0,0.507032
CVL0256_2,CVL0524_2,1,1,1.3787664
CVL0050_2,CVL0963_4,1,1,1.1197375
CVL0020_3,CVL0020_4,0,0,0.20927122
CVL0240_4,CVL0717_6,1,1,1.3828253
CVL0291_4,CVL1120_4,1,1,0.8550987
CVL0482_4,CVL0482_3,0,0,0.13975427
CVL0717_1,CVL0717_2,0,0,0.3018117
CVL0020_2,CVL0020_4,0,0,0.08060544
CVL0020_7,CVL0313_3,1,1,1.0640327
CVL0244_3,CVL0244_2,0,0,0.16311544
CVL0709_2,CVL0709_4,0,0,0.2507663
CVL0050_4,CVL0050_2,0,0,0.5466122
CVL0391_1,CVL0391_3,0,0,0.38103083
CVL0220_2,CVL0220_4,0,0,0.3459814
CVL0176_4,CVL0394_1,1,1,1.2876583
CVL0291_6,CVL0291_2,0,0,0.27205554
CVL0153_2,CVL0291_3,1,1,1.3074496
CVL0181_4,CVL0394_6,1,1,0.9682572
CVL0183_6,CVL0183_3,0,0,0.32450074
CVL0198_1,CVL0477_6,1,1,1.0859822
CVL0220_2,CVL0411_2,1,1,1.2939693
CVL0050_6,CVL0050_4,0,0,0.45944443
CVL0020_7,CVL0582_1,1,1,1.2378044
CVL0403_2,CVL0403_1,0,0,0.16248167
CVL0058_3,CVL0309_4,1,1,1.3475332
CVL0220_2,CVL0963_3,1,1,1.3579909
CVL0157_6,CVL0157_2,0,0,0.330848
CVL0183_1,CVL0183_2,0,0,0.40260658
CVL0573_3,CVL0573_2,0,0,0.16767032
CVL0095_1,CVL0153_6,1,1,0.92637587
CVL0215_6,CVL0215_4,0,0,0.5082834
CVL0709_3,CVL0709_4,0,0,0.44819716
CVL0232_3,CVL0291_1,1,1,1.3982793
CVL0080_1,CVL0080_2,0,0,0.2271801
CVL0096_3,CVL0198_3,1,1,1.0852479
CVL0023_6,CVL0935_2,1,1,1.1486081
CVL0028_4,CVL0028_3,0,0,0.4333032
CVL0050_8,CVL0050_7,0,0,0.22054774
CVL0181_1,CVL0309_6,1,1,1.2343113
CVL0096_4,CVL0528_1,1,1,1.0169971
CVL0256_4,CVL0256_3,0,0,0.57212746
CVL0218_6,CVL0218_3,0,0,0.16527188
CVL0198_4,CVL0256_3,1,1,0.9902239
CVL0181_3,CVL0181_1,0,0,0.14513685
CVL0050_6,CVL0095_4,1,1,0.7980292
CVL0157_4,CVL0245_2,1,1,1.1549844
CVL0098_4,CVL0098_3,0,0,0.17278145
CVL0176_4,CVL0176_2,0,0,0.12926078
CVL0411_1,CVL0411_4,0,0,0.28612489
CVL0240_1,CVL0394_1,1,1,1.0242603
CVL0215_4,CVL0540_2,1,1,1.3136276
CVL0181_4,CVL0291_4,1,1,0.81755495
CVL0220_2,CVL0709_6,1,1,1.1008546
CVL0705_6,CVL0705_2,0,0,0.14438261
CVL0095_6,CVL0095_1,0,0,0.44232002
CVL0244_2,CVL1133_3,1,1,1.0891551
CVL0080_3,CVL0153_1,1,1,1.3097847
CVL0524_6,CVL0524_4,0,0,0.0767457
CVL0230_2,CVL0240_3,1,1,1.0928884
CVL0391_3,CVL0391_2,0,0,0.24132164
CVL0391_1,CVL0391_6,0,0,0.15688157
CVL0232_4,CVL0411_1,1,1,1.3021922
CVL0023_7,CVL0023_1,0,1,0.9439854
CVL0394_6,CVL0394_1,0,0,0.3039168
CVL0181_1,CVL0218_2,1,1,1.0358055
CVL0709_3,CVL0709_1,0,0,0.4023109
CVL0020_1,CVL0709_2,1,1,1.2226692
CVL0080_1,CVL0080_6,0,0,0.37958375
CVL0291_6,CVL0291_1,0,0,0.31067482
CVL0528_3,CVL0717_6,1,1,1.2334843
CVL0218_4,CVL0218_1,0,1,0.78043294
CVL0176_2,CVL0291_2,1,1,1.3345219
CVL0240_2,CVL0705_2,1,1,0.8258417
CVL0098_2,CVL0411_2,1,1,1.0446491
CVL0098_6,CVL1120_1,1,1,0.8989008
CVL0215_3,CVL0215_4,0,0,0.5038867
CVL0524_1,CVL0524_3,0,0,0.1014447
CVL0023_8,CVL0023_2,0,1,0.984085
CVL0230_2,CVL0245_6,1,1,0.8373379
CVL0028_7,CVL0028_2,0,0,0.47996995
CVL0058_2,CVL0058_3,0,0,0.33452138
CVL0080_1,CVL0391_6,1,1,0.7616063
CVL0528_3,CVL0528_4,0,0,0.27705538
CVL0482_2,CVL0709_6,1,1,0.8882138
CVL1133_2,CVL1133_3,0,0,0.32974604
CVL0230_6,CVL0244_4,1,0,0.7585734
CVL0256_4,CVL0256_2,0,0,0.22193736
CVL0309_4,CVL0411_4,1,1,1.1520243
CVL0028_8,CVL0028_2,0,0,0.20880103
CVL0230_1,CVL0230_6,0,0,0.14825991
CVL0709_2,CVL0709_1,0,0,0.6276697
CVL0198_2,CVL0198_6,0,0,0.2554814
CVL0705_6,CVL0705_3,0,0,0.3201737
CVL0198_6,CVL0705_4,1,1,1.3563102
CVL0058_1,CVL0198_6,1,1,0.8835236
CVL0050_6,CVL0050_8,0,0,0.51009756
CVL0218_3,CVL0245_1,1,1,1.1235712
CVL0528_3,CVL0528_2,0,0,0.32661346
CVL0244_1,CVL0244_6,0,0,0.17574915
CVL0183_4,CVL0183_3,0,0,0.16718249
CVL0582_6,CVL0709_3,1,1,0.832765
CVL0411_1,CVL0528_3,1,0,0.73838264
CVL0023_4,CVL0023_2,0,0,0.42482033
CVL0050_7,CVL0157_1,1,1,1.0786217
CVL0582_1,CVL0582_3,0,0,0.29301476
CVL0240_2,CVL0240_6,0,0,0.28370133
CVL0216_1,CVL0585_3,1,1,0.9249402
CVL0309_6,CVL0309_3,0,0,0.26077703
CVL0244_6,CVL0309_1,1,1,0.9052128
CVL0215_4,CVL0935_3,1,1,1.1190177
CVL0218_1,CVL0232_3,1,1,1.0702379
CVL0080_2,CVL0540_3,1,0,0.22598748
CVL0096_6,CVL0411_4,1,1,0.9043799
CVL0244_1,CVL0244_4,0,0,0.17012349
CVL0058_2,CVL0058_4,0,0,0.22795805
CVL0477_4,CVL0477_6,0,0,0.21677303
CVL0391_3,CVL0391_4,0,0,0.27531648
CVL0411_2,CVL0411_4,0,0,0.33898494
CVL0230_6,CVL0482_4,1,1,1.0599904
CVL0482_2,CVL0482_3,0,0,0.36135402
CVL0582_4,CVL0582_1,0,0,0.32078648
CVL0028_8,CVL0028_4,0,0,0.4766065
CVL0098_1,CVL0098_6,0,0,0.3157286
CVL0524_3,CVL0524_4,0,0,0.18522452
CVL0216_6,CVL0240_1,1,1,1.3866692
CVL0477_1,CVL0717_1,1,1,1.1793543
CVL0198_3,CVL0528_2,1,0,0.64482397
CVL0230_2,CVL0230_3,0,0,0.2303869
CVL0095_4,CVL0183_6,1,1,1.4336865
CVL0245_1,CVL0245_4,0,0,0.42112613
CVL0477_1,CVL0477_6,0,0,0.52322984
CVL0230_6,CVL0394_1,1,1,1.2960544
CVL0582_2,CVL0582_1,0,0,0.21993156
CVL0023_4,CVL0023_3,0,0,0.41607067
CVL0050_3,CVL0176_1,1,1,0.9928033
CVL0245_2,CVL0963_2,1,1,1.2996106
CVL0216_6,CVL0540_1,1,1,1.4165777
CVL0391_1,CVL0477_6,1,1,1.1193383
CVL0157_1,CVL0157_4,0,0,0.55047596
CVL0023_1,CVL0313_1,1,0,0.3049165
CVL0585_3,CVL0585_4,0,0,0.11149032
CVL0256_3,CVL0256_6,0,0,0.21358852
CVL0096_3,CVL0220_2,1,1,1.1841832
CVL0157_6,CVL0218_6,1,1,0.8924585
CVL0232_2,CVL0245_2,1,0,0.6931792
CVL0582_6,CVL1133_4,1,1,1.0993178
CVL0220_3,CVL0220_2,0,0,0.50177616
CVL0050_1,CVL0050_2,0,0,0.15547566
CVL0096_1,CVL0963_1,1,1,1.1642251
CVL0157_6,CVL0582_1,1,0,0.68033165
CVL0181_1,CVL0181_6,0,0,0.5250439
CVL0058_6,CVL0220_6,1,1,1.3455343
CVL0240_1,CVL0244_4,1,1,1.3594909
CVL0215_2,CVL0215_3,0,0,0.6251606
CVL0232_1,CVL0705_3,1,1,1.4312752
CVL0020_1,CVL0411_6,1,1,0.88640076
CVL0096_6,CVL1133_2,1,1,1.147773
CVL0183_6,CVL0216_6,1,1,0.9885411
CVL0477_6,CVL0477_3,0,0,0.1960879
CVL0391_4,CVL0391_2,0,0,0.09409017
CVL1133_4,CVL1133_6,0,0,0.31024516
CVL0157_6,CVL0157_1,0,0,0.38029212
CVL0216_1,CVL0394_2,1,1,1.1296784
CVL0309_3,CVL0309_4,0,0,0.48112753
CVL0020_1,CVL0244_6,1,1,1.0435076
CVL0096_6,CVL0198_1,1,1,1.0133276
CVL0028_8,CVL0218_1,1,1,0.9895562
CVL0232_4,CVL0232_2,0,0,0.08011996
CVL0403_4,CVL0582_6,1,0,0.68515134
CVL0098_2,CVL0098_6,0,0,0.25157604
CVL0096_4,CVL0709_1,1,0,0.5471684
CVL0183_1,CVL0183_6,0,0,0.53830767
CVL0256_3,CVL0313_2,1,1,1.0236394
CVL0256_6,CVL0256_1,0,0,0.3551457
CVL1133_6,CVL1133_3,0,0,0.21574137
CVL1120_4,CVL1120_2,0,0,0.75442976
CVL0181_4,CVL0181_3,0,0,0.27417684
CVL0394_1,CVL0717_4,1,1,1.0406222
CVL0020_1,CVL0020_4,0,0,0.21423945
CVL0080_4,CVL0080_6,0,0,0.23887034
CVL0020_8,CVL0291_4,1,1,1.0709358
CVL0585_3,CVL0585_2,0,0,0.18559003
CVL0096_1,CVL0403_4,1,1,1.0087806
CVL0028_6,CVL0028_4,0,0,0.59784955
CVL0391_3,CVL1133_2,1,0,0.6799706
CVL0244_1,CVL0244_3,0,0,0.2559798
CVL0058_1,CVL0477_3,1,1,1.2048601
CVL0176_3,CVL0230_1,1,0,0.6693781
CVL0176_4,CVL0176_6,0,0,0.24139811
CVL0023_3,CVL0023_7,0,1,0.81404513
CVL0411_4,CVL0573_4,1,1,0.96571636
CVL0157_1,CVL0585_3,1,1,1.3052669
CVL0058_1,CVL0058_4,0,0,0.3582696
CVL0028_4,CVL0963_1,1,1,0.8626973
CVL0023_4,CVL0023_1,0,0,0.38639584
CVL0709_3,CVL0709_6,0,0,0.47959423
CVL0220_2,CVL0291_1,1,1,1.3021532
CVL0058_1,CVL0058_3,0,0,0.11345533
CVL0020_2,CVL0020_7,0,0,0.38755366
CVL0220_6,CVL0705_3,1,1,0.88898754
CVL0058_6,CVL0218_4,1,0,0.5399432
CVL0573_1,CVL0935_4,1,1,1.393275
CVL0705_4,CVL0705_2,0,0,0.28134373
CVL0080_2,CVL0096_3,1,1,1.1446172
CVL0705_1,CVL0705_6,0,0,0.18514046
CVL0157_1,CVL0245_6,1,1,1.3946824
CVL0391_3,CVL0963_1,1,0,0.27868935
CVL0244_3,CVL0244_4,0,0,0.17396404
CVL0198_4,CVL0717_6,1,1,1.0305545
CVL0232_6,CVL0232_3,0,0,0.13303454
CVL0215_6,CVL0215_1,0,0,0.49703217
CVL0216_3,CVL0216_6,0,0,0.20571719
CVL0157_2,CVL1120_2,1,1,0.9909735
CVL0245_6,CVL0313_4,1,1,1.2846279
CVL0058_1,CVL0095_2,1,1,1.3010687
CVL0218_1,CVL0218_3,0,1,0.82435197
CVL0183_6,CVL0391_3,1,1,1.0988313
CVL0482_4,CVL0528_4,1,1,1.0351382
CVL0020_3,CVL0709_3,1,1,1.32551
CVL0232_6,CVL0232_2,0,0,0.10945455
CVL0096_2,CVL0232_3,1,1,1.4178274
CVL0096_3,CVL0585_3,1,1,1.395587
CVL0403_3,CVL0403_6,0,0,0.16590112
CVL1120_4,CVL1120_1,0,1,0.87139577
CVL0524_4,CVL0524_2,0,0,0.27472937
CVL0095_3,CVL0095_2,0,0,0.07479592
CVL0095_3,CVL0963_4,1,1,1.2587385
CVL0215_1,CVL0215_2,0,0,0.66293067
CVL0023_4,CVL0524_4,1,1,0.9229164
CVL0963_2,CVL0963_1,0,0,0.2829186
CVL0220_4,CVL0232_4,1,1,1.4576377
CVL0963_1,CVL0963_4,0,0,0.3182856
CVL0198_1,CVL0198_3,0,0,0.17248467
CVL0020_8,CVL0020_4,0,0,0.34208748
CVL0218_1,CVL0477_1,1,0,0.7517669
CVL0157_6,CVL0232_6,1,1,1.1563878
CVL0391_2,CVL0717_3,1,1,1.0508801
CVL0023_2,CVL0215_6,1,1,1.3544238
CVL0240_6,CVL0240_4,0,0,0.10208772
CVL0020_4,CVL0020_6,0,0,0.21840462
CVL1133_4,CVL1133_1,0,0,0.21527648
CVL0050_4,CVL0050_1,0,0,0.42522293
CVL0215_1,CVL0309_2,1,1,1.1327417
CVL0176_4,CVL0176_1,0,0,0.13496847
CVL0394_1,CVL0528_3,1,1,0.9671664
CVL0403_3,CVL0403_1,0,0,0.16508846
CVL0309_2,CVL0482_3,1,1,0.9166524
CVL0717_4,CVL0717_2,0,0,0.44924504
CVL0477_3,CVL0540_6,1,1,1.1251165
CVL0028_1,CVL0095_2,1,1,1.1114287
CVL0216_3,CVL0403_1,1,1,1.297355
CVL0220_4,CVL0935_2,1,1,1.3550009
CVL0028_2,CVL0477_3,1,1,0.7756323
CVL0181_4,CVL0181_2,0,0,0.47229987
CVL0232_2,CVL0245_1,1,0,0.50948304
CVL0080_4,CVL0080_1,0,0,0.24794108
CVL0050_2,CVL0220_1,1,0,0.71681523
CVL0176_1,CVL0245_1,1,1,0.95862746
CVL0218_3,CVL0245_4,1,1,1.1651192
CVL0020_6,CVL0524_2,1,1,1.2425289
CVL0020_2,CVL0477_2,1,1,1.3512319
CVL0050_3,CVL0050_6,0,0,0.07707416
CVL0215_3,CVL0391_3,1,1,1.2623465
CVL0098_4,CVL1120_3,1,0,0.7294697
CVL0095_2,CVL0313_1,1,1,0.8684656
CVL0028_7,CVL0218_3,1,1,1.3266348
CVL0095_4,CVL0256_2,1,1,1.4393531
CVL0403_4,CVL0540_4,1,1,1.044405
CVL0230_2,CVL0230_4,0,0,0.09301571
CVL0023_1,CVL0245_4,1,1,1.326045
CVL0705_1,CVL0705_4,0,0,0.35743055
CVL0218_4,CVL0218_3,0,0,0.086886466
CVL0095_6,CVL0218_6,1,1,1.0684657
CVL0309_2,CVL1133_4,1,1,1.2893641
CVL0095_4,CVL0240_4,1,0,0.671636
CVL0181_4,CVL0183_6,1,1,0.91941446
CVL0176_2,CVL0709_4,1,1,1.1365769
CVL0573_3,CVL0573_4,0,0,0.3143377
CVL0198_2,CVL0524_6,1,1,1.0300472
CVL0198_1,CVL0198_6,0,0,0.23522107
CVL0176_3,CVL0176_2,0,0,0.22155392
CVL0020_6,CVL0540_2,1,1,1.308674
CVL0098_2,CVL0176_1,1,0,0.6266045
CVL0058_2,CVL0477_4,1,1,1.1125293
CVL0153_1,CVL1133_6,1,1,1.1560411
CVL0050_7,CVL0528_2,1,0,0.4411562
CVL0157_4,CVL0240_3,1,1,1.3061723
CVL0482_4,CVL0482_6,0,0,0.24646035
CVL0023_1,CVL0573_1,1,1,0.9963127
CVL0240_1,CVL0240_4,0,0,0.2568155
CVL0963_3,CVL0963_4,0,0,0.32668695
CVL0963_6,CVL0963_2,0,0,0.11709711
CVL0181_2,CVL1120_3,1,1,1.136628
CVL0403_3,CVL0935_1,1,1,0.7892387
CVL0717_1,CVL0717_4,0,0,0.3022857
CVL0095_3,CVL0582_4,1,1,1.4176236
CVL0391_4,CVL0411_6,1,1,1.0902047
CVL0291_3,CVL0524_4,1,1,1.1179382
CVL0220_2,CVL0313_2,1,1,1.0412875
CVL0313_6,CVL0313_1,0,0,0.56680524
CVL0028_3,CVL0391_3,1,1,0.9024286
CVL0198_2,CVL0963_2,1,1,0.87905943
CVL0256_2,CVL0256_1,0,0,0.35907495
CVL0215_6,CVL0291_2,1,1,1.3545723
CVL0411_1,CVL0573_4,1,1,1.0002921
CVL0176_6,CVL0540_3,1,1,1.3000433
CVL0176_3,CVL0176_6,0,0,0.17966326
CVL0198_4,CVL0198_3,0,0,0.23666531
CVL0028_1,CVL0028_7,0,0,0.62378204
CVL0232_3,CVL0477_1,1,1,1.3963937
CVL0524_3,CVL0524_6,0,0,0.15491399
CVL0020_3,CVL0020_2,0,0,0.25232285
CVL0096_6,CVL0935_4,1,1,0.95882505
CVL0215_2,CVL0528_6,1,1,1.4250023
CVL0153_1,CVL0256_3,1,1,1.3288376
CVL0218_3,CVL0244_6,1,1,1.1750437
